lakeid,title_lake,title,link,citation,archive_link
aech_00334,Lake Winnipeg,Netley-Libau Marsh Google Earth Tour,https://www.iisd.org/articles/insight/netley-libau-marsh-google-earth-tour,,
aech_00334,Lake Winnipeg,Netley-Libau Marsh Restoration,https://www.myselkirk.ca/blog/2021/12/16/up-close-view-of-netley-marsh-restoration-project-a-real-eye-opener,,
aech_00334,Lake Winnipeg,"Netley-Libau Marsh Restoration - One Basin, One Governance",https://www.onebasinonegovernance.com/copy-of-lake-winnipeg-basin,,
aech_00334,Lake Winnipeg,Netley-Libau Marsh Restoration - Lake Winnipeg Foundation,https://lakewinnipegfoundation.org/tags/netley-libau-marsh,,
aech_00334,Lake Winnipeg,Netley-Libau Marsh Emergent Vegetation,https://www.sciencedirect.com/science/article/abs/pii/S0380133020301970,,
aech_00343,Lake Winnipegosis,,,"Messager, M. L., B. Lehner, G. Grill, I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603. Data is available at www.hydrosheds.org.",
aech_00343,Lake Winnipegosis,Lake Winnipegosis Islands,https://cpawsmb.org/cpaws-welcomes-protection-of-lake-winnipegosis-islands-as-new-provincial-pa/,,
aech_00343,Lake Winnipegosis,Lake Winnipegosis Salt Flats Ecological Reserve,https://www.gov.mb.ca/nrnd/pubs/parks-protected-spaces/ec_reserves/winnipegosis_backgrounder.pdf,,
aech_00343,Lake Winnipegosis,Lake Winnipegosis Fisheries,https://www.gov.mb.ca/nrnd/fish-wildlife/pubs/fish_wildlife/fish/lake_winnipegosis_fishery_summary.pdf,,
aech_00343,Lake Winnipegosis,Lake Winnipegosis Salt Flats Ecological Reserve Protected Areas Strategy,https://www.ducks.ca/stories/boreal-forest/manitoba-announces-protected-areas-strategy/,,
aech_00343,Lake Winnipegosis,Long Island and Long Island Bay Important Bird Area (IBA) Site Summary,https://www.ibacanada.com/site.jsp?siteID=MB085,,
aech_00343,Lake Winnipegosis,Canadian Geographical Names Database (CGNDB),https://geonames.nrcan.gc.ca/search-place-names/unique?id=GBEIV,,
aech_00353,Manitoba,,,,
aech_00354,"MB BBA 2010, ID120432 & 120436",,,,
aech_00355,Oak Hammock Marsh,Harry J. Enns Wetland Discovery Centre,https://www.oakhammockmarsh.ca/,,
aech_00355,Oak Hammock Marsh,Oak Hammock Marsh Information,https://www.ducks.ca/places/manitoba/oak-hammock-marsh/,,
aech_00355,Oak Hammock Marsh,Oak Hammock Marsh Important Bird Area (IBA) Site Description,https://www.ibacanada.org/mobile/site.jsp?siteID=MB010,,
aech_00355,Oak Hammock Marsh,Oak Hammock Marsh Ramsar Site Information,https://rsis.ramsar.org/ris/366,,
aech_00355,Oak Hammock Marsh,Oak Hammock Marsh - The Wildlife Society Article,https://wildlife.org/exploring-the-wetlands-at-oak-hammock-marsh/,,
aech_00356,Oak Lake/Plum Lake,Oak Lake/Plum Lake Area Important Bird Area (IBA) Site Description,https://www.ibacanada.org/mobile/site.jsp?siteID=MB011,,
aech_00356,Oak Lake/Plum Lake,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00357,Pelican Lake/Ninette Lake,,,"Konter, A. (2009). Occurrence of Clark’s Grebes and their hybrids with Western Grebes in Prairie Canada. Blue Jay 67, 26-33., Environment Canada. 1987. Mapping survey of migratory bird breeding and staging sites in Manitoba. Canadian Wildlife Service. Saskatoon, Saskatchewan.",
aech_00357,Pelican Lake/Ninette Lake,Pelican Lake Healthy Water and Fish Committee,https://www.healthylake.ca/,,
aech_00357,Pelican Lake/Ninette Lake,Canadian Geographical Names Database (CGNDB),https://geonames.nrcan.gc.ca/search-place-names/unique?id=GAVGA,,
aech_00359,"Shoal Lakes, North, West, and East","North, West, and East Shoal Lakes Important Bird Area (IBA) Site Description",https://www.ibacanada.org/mobile/site.jsp?siteID=MB038,,
aech_00359,"Shoal Lakes, North, West, and East",Shoal Lakes Watershed Aquatic and Riparian Assessment,https://www.gov.mb.ca/sd/water/watershed/iwmp/west_interlake/documentation/shoal_lakes_watershed_aquatic_riparian.pdf,,
aech_00359,"Shoal Lakes, North, West, and East","North, West, and East Shoal Lakes Important Bird Area (IBA) Trip Report",https://importantbirdareasmb.ca/2014/06/17/north-east-and-west-shoal-lakes-iba-trip-report-by-marshall-birch-iba-program-assistant/,,
aech_00361,Skylake,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00362,Swan Lake,Swan Lake Basin Management Plan,https://www.gov.mb.ca/sd/water/watershed/iwmp/swan_lake/documentation/swan_lake_basin_plan.pdf,,
aech_00362,Swan Lake,Swan River Integrated Watershed Management Plan,https://www.gov.mb.ca/sd/water/watershed/iwmp/swan_lake/swan_river.html,,
aech_00363,Whitewater Lake,,,"Beyersbergen, G. W., W. A. Calvert, R. C. Bazin, S. J. Barry and B. A. Gingras. 2009. Spatial and temporal distribution and abundance of the Franklin’s Gull in the Canadian Prairie Provinces: 2005–2007. Canadian Wildlife Service Technical Report Series Number 504, Prairie and Northern Region. Edmonton, Alberta.",
aech_00363,Whitewater Lake,Whitewater Lake Important Bird Area (IBA) Site Description,https://www.ibacanada.org/mobile/site.jsp?siteID=MB015,,
aech_00363,Whitewater Lake,Whitewater Lake Important Bird Area (IBA) - Manitoba IBA,https://importantbirdareasmb.ca/about-2/mb015-whitewater-lake/,,
aech_00363,Whitewater Lake,Whitewater Lake Information,https://srwd.ca/watershed_management/whitewater-lake/,,
aech_00364,Agassiz National Wildlife Refuge,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00364,Agassiz National Wildlife Refuge,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00364,Agassiz National Wildlife Refuge,Agassiz National Wildlife Refuge Nutrients and Sediment Conditions,https://pubs.usgs.gov/sir/2012/5112/sir2012-5112.pdf,,
aech_00364,Agassiz National Wildlife Refuge,Thief River Watershed,https://www.rlwdwatersheds.org/tr-watershed-info,,
aech_00364,Agassiz National Wildlife Refuge,Agassiz National Wildlife Refuge - Explore Minnesota,https://www.exploreminnesota.com/profile/agassiz-national-wildlife-refuge/2473,,
aech_00364,Agassiz National Wildlife Refuge,Agassiz National Wildlife Refuge Information,https://www.fws.gov/refuge/agassiz,,
aech_00364,Agassiz National Wildlife Refuge,Agassiz National Wildlife Refuge Water Quality Overview,http://www.redlakewatershed.org/Presentations/2013/20130220%20ANWR%20WQ%20GAK.pdf,,
aech_00364,Agassiz National Wildlife Refuge,Agassiz Pool Sediment Reduction,https://www.legacy.mn.gov/projects/agassiz-pool-accelerated-sediment-reduction,,
aech_00364,Agassiz National Wildlife Refuge,Thief River Watershed Assessment,https://www.pca.state.mn.us/sites/default/files/wq-ws4-49b.pdf,,
aech_00364,Agassiz National Wildlife Refuge,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/agassiz-national-wildlife-refuge-iba,,
aech_00364,Agassiz National Wildlife Refuge,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/639225,,
aech_00365,Bear Lake,Bear Lake Management Plan,https://www.co.freeborn.mn.us/DocumentCenter/View/1532/Bear-Lake-Freeborn-County----DNR-Management-Plan-November-2012-PDF,,
aech_00365,Bear Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/639774,,
aech_00366,Big Stone National Wildlife Refuge,Big Stone National Wildlife Refuge,https://www.fws.gov/refuge/big-stone,,
aech_00367,Geneva Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/644068,,
aech_00367,Geneva Lake,Geneva Lake Wildlife Management Area (WMA),https://www.dnr.state.mn.us/wmas/detail_report.html?map=COMPASS_MAPFILE&mode=itemquery&qlayer=bdry_adwma2py3_query&qitem=uniqueid&qstring=WMA0119300,,
aech_00367,Geneva Lake,Geneva Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=24001500,,
aech_00368,Gorder Lake (Frog Lake),Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/644274,,
aech_00369,Heron Lake,Heron Lake Management Plan Summary,https://files.dnr.state.mn.us/fish_wildlife/habitat/aquatic/shallowlakes/heronlake-mp-s.pdf,,
aech_00369,Heron Lake,Heron Lake Area Conservation Partnership Plan,https://www.lsohc.mn.gov/FY2021/accomp_plans/2i.pdf,,
aech_00369,Heron Lake,Heron Lake Wildlife Management Area (WMA),https://www.dnr.state.mn.us/wmas/detail_report.html?id=WMA0027301,,
aech_00370,Lake Charlotte (Olson Lake),Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/641121,,
aech_00370,Lake Charlotte (Olson Lake),Lake Charlotte Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=75004600,,
aech_00371,Lake Christina/Christina Lake,Lake Christina Drawdown,https://www.dnr.state.mn.us/news/2022/09/08/dnr-begins-drawdown-lake-christina-douglas-grant-counties-benefit-fish-and-vegetation,,
aech_00371,Lake Christina/Christina Lake,Altered Ecology of Lake Christina,https://www.lccmr.mn.gov/projects/2010/finals/2010_03g_rpt_altered-ecology-lake-christina.pdf,,
aech_00371,Lake Christina/Christina Lake,Lake Christina Water Clarity Issues - Ecological Society of America Article,https://www.esa.org/blog/2012/03/28/mud-manifests-history-of-clear-water-in-murky-minnesota-duck-depot-lake-christina/,,
aech_00371,Lake Christina/Christina Lake,Lake Christina Reclamation,https://files.dnr.state.mn.us/eco/nongame/projects/consgrant_reports/2006/swg_2006_hanson_etal.pdf,,
aech_00371,Lake Christina/Christina Lake,Lake Christina Restoration,https://mnland.org/2020/11/02/restoring-a-place-for-birds/,,
aech_00372,Lake Edward/Edward Lake,,,"D. Perleberg. 2005. Aquatic Vegetation of Edward Lake, Crow Wing County, Minnesota (DOW 18-0305-00), July 8,9, 14, 26, and August 2, 2004. Minnesota Dept. of Natural Resources, Ecological Services Division, 1601 Minnesota Drive, Brainerd, MN 56401. (https://files.dnr.state.mn.us/natural_resources/water/lakes/vegetation_reports/18030500.pdf), https://edits.nationalmap.gov/apps/gaz-domestic/public/search/names/d0101c40-251d-5bd9-950c-7d8bd6acb0e7/summary",
aech_00373,Lake Osakis,Lake Osakis Information,https://www.dnr.state.mn.us/lakefind/showreport.html?downum=77021500,,
aech_00373,Lake Osakis,Osakis Lake Association,https://osakislakeassociation.org/,,
aech_00373,Lake Osakis,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/lake-osakis-iba,,
aech_00373,Lake Osakis,Lake Osakis Aquatic Vegetation,https://files.dnr.state.mn.us/natural_resources/water/lakes/vegetation_reports/77021500.pdf,,
aech_00373,Lake Osakis,Osakis Lake Area Excess Nutrient TMDL Implementation Plan,https://www.pca.state.mn.us/sites/default/files/wq-iw8-39c.pdf,,
aech_00373,Lake Osakis,Osakis Lake Area Nutrient TMDL 2017 Summary,https://srwdmn.org/wp-content/uploads/2020/11/2017-Lake-Osakis-Summary.pdf,,
aech_00373,Lake Osakis,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/649013,,
aech_00374,Lake Reno,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/649932,,
aech_00374,Lake Reno,Lake Reno Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=61007800#,,
aech_00375,Lake Traverse,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/653270,,
aech_00375,Lake Traverse,Lake Traverse Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=78002500,,
aech_00376,Long Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/647049,,
aech_00376,Long Lake,Long Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=34019200,,
aech_00377,Maple Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/647486,,
aech_00377,Maple Lake,Maple Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=77018100,,
aech_00378,Marsh Lake,Lac qui Parle Wildlife Management Area Information,https://www.dnr.state.mn.us/wmas/detail_report.html?id=WMA0900302,,
aech_00379,Minnesota Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1776090,,
aech_00380,Orwell Reservoir,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/649007,,
aech_00380,Orwell Reservoir,Orwell Reservoir Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=56094500,,
aech_00380,Orwell Reservoir,Orwell Reservoir Recreation,https://www.recreation.gov/camping/gateways/175,,
aech_00381,"Pelican Lake, Grant County",Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/649235,,
aech_00381,"Pelican Lake, Grant County",Pelican Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=26000200,,
aech_00382,"Pelican Lake, Wright County",Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/649237,,
aech_00382,"Pelican Lake, Wright County",Pelican Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=86003100,,
aech_00383,Schilling Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/651284,,
aech_00383,Schilling Lake,Schilling Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=72004900,,
aech_00384,South Rothwell Lake/Cup Lake/Unnamed Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/639177,,
aech_00384,South Rothwell Lake/Cup Lake/Unnamed Lake,South Rothwell Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=06013500,,
aech_00385,"Stump Lake or Lake Sagatagan, St. John's University",Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/652746,,
aech_00385,"Stump Lake or Lake Sagatagan, St. John's University",Stump Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=73009100,,
aech_00386,Sunburg Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/2067669,,
aech_00386,Sunburg Lake,Sunburg Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=34035900,,
aech_00387,Swan Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/652897,,
aech_00387,Swan Lake,Swan Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=52003400,,
aech_00388,Thief Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/653126,,
aech_00388,Thief Lake,Thief Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=45000100,,
aech_00389,Thielke Lake/Bentsen Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/653130,,
aech_00389,Thielke Lake/Bentsen Lake,Thielke Lake Information,https://www.dnr.state.mn.us/lakefind/lake.html?id=06010200,,
aech_00390,Unnamed lake in Mosquito Ranch Waterfowl Production Area and/or Robin Hood Waterfowl Production Area,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00391,Browns Lake,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00391,Browns Lake,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00391,Browns Lake,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/780465,,
aech_00391,Browns Lake,Browns Lake Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=40891,,
aech_00392,Canyon Ferry Lake/Canyon Ferry Reservoir,Canyon Ferry Lake Recreation,https://www.recreation.gov/camping/gateways/130,,
aech_00392,Canyon Ferry Lake/Canyon Ferry Reservoir,Canyon Ferry Reservoir Information,https://www.usbr.gov/gp/mtao/canyonferry/,,
aech_00392,Canyon Ferry Lake/Canyon Ferry Reservoir,Canyon Ferry Lake Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=42585,,
aech_00393,Fortine (unnamed private lake(s) in vicinity),,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/771624,,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Freezout Lake Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=42460,,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Freezout Lake Wildlife Management Area (WMA) Information,https://mtfwp.maps.arcgis.com/apps/MapSeries/index.html?appid=24465f5b7a17488da29b447fa2811107,,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/freezout-lake-wildlife-management-area,,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Freezout Lake Important Bird Areas (IBA) Fact Sheet,https://mtaudubon.org/wp-content/uploads/2015/09/FreezeoutIBA_draft_factsheet_2017.pdf,,
aech_00395,Freezout Lake Wildlife Management Area (WMA),Freezout Lake Wildlife Management Area (WMA) Map,https://mtnhp.org/mtbird/PopPlaces_Pdfs/FreezoutWMA.pdf,,
aech_00397,Kleinschmidt Lake Waterfowl Production Area,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/785789,,
aech_00397,Kleinschmidt Lake Waterfowl Production Area,Kleinschmidt Lake Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=41339,,
aech_00398,"Lake Bowdoin, Drumbo Unit",Bowdoin National Wildlife Refuge,https://www.fws.gov/refuge/bowdoin,,
aech_00398,"Lake Bowdoin, Drumbo Unit",Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/769135,,
aech_00398,"Lake Bowdoin, Drumbo Unit",Lake Bowdoin Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=43331,,
aech_00399,Medicine Lake National Wildlife Refuge,Medicine Lake National Wildlife Refuge,https://www.fws.gov/refuge/medicine-lake,,
aech_00399,Medicine Lake National Wildlife Refuge,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/774078,,
aech_00399,Medicine Lake National Wildlife Refuge,Medicine Lake Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=41589#collapseNine,,
aech_00400,Ninepipe Reservoir,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00400,Ninepipe Reservoir,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00400,Ninepipe Reservoir,Ninepipe National Wildlife Refuge,https://www.fws.gov/refuge/ninepipe,,
aech_00400,Ninepipe Reservoir,Ninepipe Reservoir Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=42448,,
aech_00401,Wild Horse Reservoir,Wild Horse Reservoir Information,https://myfwp.mt.gov/fishMT/waterbody/searchByID?waterBodyID=41314,,
aech_00401,Wild Horse Reservoir,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00402,"11th St. SE, NE Stutsman",,,,
aech_00403,"66th St. NE, south of Cando, Towner",,,,
aech_00404,"81st Ave NE, sw of Warwick, Eddy",,,,
aech_00405,"97th Ave. SE, SW Griggs",,,,
aech_00406,"Agassiz Lake Plain region, Township T115N, R52W",,,,
aech_00407,Alkali Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1028910,,
aech_00408,Alkaline Lake (Lake Arthur),Alkaline Lake Water Quality,https://deq.nd.gov/publications/WQ/3_WM/Lakes/LR_MissouLowerBasin/LMRB_ALKALINELAKE.pdf,,
aech_00408,Alkaline Lake (Lake Arthur),Alkaline Lake Bathymetry and Map,https://gf.nd.gov/gnf/maps/fishing/lakecontours/alkalinekidder2019.pdf,,
aech_00409,Antelope Lakes,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027713,,
aech_00409,Antelope Lakes,Antelope Lake Bathymetry and Map,https://gf.nd.gov/gnf/maps/fishing/lakecontours/antelope2020.pdf,,
aech_00410,Arrowwood National Wildlife Refuge,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/arrowwood-nwr,,
aech_00410,Arrowwood National Wildlife Refuge,Arrowwood National Wildlife Refuge Management,https://pubs.usgs.gov/of/2005/1415/report.pdf,,
aech_00410,Arrowwood National Wildlife Refuge,Roadside Bias in Point Count Surveys in Arrowwood National Wildlife Refuge,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1038&context=usfwspubs,,
aech_00410,Arrowwood National Wildlife Refuge,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027742,,
aech_00410,Arrowwood National Wildlife Refuge,Arrowwood National Wildlife Refuge,https://www.fws.gov/refuge/arrowwood/visit-us,,
aech_00410,Arrowwood National Wildlife Refuge,Arrowwood National Wildlife Refuge Recreation,https://www.recreation.gov/camping/gateways/1276,,
aech_00411,Barnes Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027811,,
aech_00411,Barnes Lake,Barnes Lake Bathymetry and Map,https://gf.nd.gov/gnf/maps/fishing/lakecontours/barnes2021.pdf,,
aech_00412,Baumgartner Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027835,,
aech_00413,"Beaver Lake, Burke County",Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027865,,
aech_00414,"Beaver Lake, Logan County",Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027863,,
aech_00414,"Beaver Lake, Logan County",Beaver Lake Bathymetry and Map,https://gf.nd.gov/gnf/maps/fishing/lakecontours/beaver2011.pdf,,
aech_00415,Big Meadow Waterfowl Production Area,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00416,"Binford and Griggs County, west of county line",,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00417,Borg Lake and Lake Fedge,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1028081,,
aech_00418,Bounty Lake,,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00419,Bowman-Haley Lake,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00419,Bowman-Haley Lake,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00419,Bowman-Haley Lake,Bowman-Haley Lake Bathymetry and Map,https://gf.nd.gov/gnf/maps/fishing/lakecontours/bowmanhaley2021.pdf,,
aech_00419,Bowman-Haley Lake,Bowman-Haley Lake Water Quality,https://www.waterqualitydata.us/provider/NWIS/USGS-ND/USGS-06354988/,,
aech_00419,Bowman-Haley Lake,Invasive Carp in Bowman-Haley Lake,https://www.uidaho.edu/-/media/UIdaho-Responsive/Files/cnr/faculty-publications/Scarnecchia/1995-Better-Fishing-Means-Less-Carping-at-Bowman-Haley-Reservoir.pdf?la=en&hash=F37E9D445738620A9D69D3ECF71AD4E7E3365743,,
aech_00419,Bowman-Haley Lake,Arsenic and Uranium in Bowman-Haley Lake,https://www.researchgate.net/publication/225328617_Sediment-bound_Arsenic_and_Uranium_Within_the_Bowman-Haley_Reservoir_North_Dakota,,
aech_00419,Bowman-Haley Lake,Bowman-Haley Lake Recreation,https://www.recreation.gov/camping/gateways/283,,
aech_00419,Bowman-Haley Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1027630,,
